"BESTSELLING","DESCRIPTION","GRADE","IMAGEURL","NAME","NEWARRIVAL","PRICE","PRODUCTCODE","QUANTITY","RECOMMENDED","STATUS"
"false","Ut occaecati rerum magnam nostrum fuga magnam animi consequatur dicta aut incidunt voluptate sunt hic et.","BUDGET","http://lorempixel.com/1920/1200/sports/","Intelligent Cotton Knife","false","1349.51","PRD1701","290","true","DISCONTINUED"
"false","Aut tenetur et nesciunt cumque sit voluptatibus animi ratione dignissimos tenetur dolorem maxime perferendis tempora et sequi voluptate ratione assumenda.","STANDARD","http://lorempixel.com/1280/1024/sports/","Heavy Duty Marble Computer","true","1394.18","PRD1702","282","true","DISCONTINUED"
"true","Est est laboriosam molestias sint dolore dolorem vel nihil facilis impedit consequatur rerum ut harum accusamus.","LUXURY","http://lorempixel.com/g/640/480/food/","Mediocre Copper Shoes","true","297.55","PRD1703","4","false","AVAILABLE"
"true","Et hic dolores atque atque aut dolores aliquam consequatur aut quia eius officia ea iste velit.","STANDARD","http://lorempixel.com/g/720/348/city/","Gorgeous Wooden Gloves","true","378.04","PRD1704","497","true","PRE_ORDER"
"false","Ipsam quod qui excepturi ut iusto ut et dicta nam nostrum architecto deserunt quia dolores assumenda aspernatur dolores.","PREMIUM","http://lorempixel.com/g/1920/1200/food/","Awesome Copper Pants","false","776.21","PRD1705","34","false","DISCONTINUED"
"false","Suscipit alias dignissimos laboriosam ex quis porro dolore sed eos ut ea occaecati deleniti nihil libero ducimus.","BUDGET","http://lorempixel.com/1680/1050/business/","Awesome Leather Plate","false","1652.55","PRD1706","288","false","PRE_ORDER"
"true","Quibusdam numquam alias iste quia temporibus officiis qui laborum rerum voluptas in harum nisi odio quaerat deleniti.","BUDGET","http://lorempixel.com/720/348/business/","Sleek Granite Clock","true","1248.26","PRD1707","301","false","OUT_OF_STOCK"
"false","Porro ut dolor quaerat dicta perspiciatis est et minima placeat aut quasi quasi est accusamus quia.","STANDARD","http://lorempixel.com/640/350/food/","Durable Steel Clock","true","344.4","PRD1708","298","false","HIDDEN"
"true","Minima qui necessitatibus repudiandae est ea tempore deserunt architecto quisquam minus aut et quia non dicta earum quos fugit sed.","BUDGET","http://lorempixel.com/1680/1050/abstract/","Mediocre Iron Bag","true","1405.03","PRD1709","132","false","AVAILABLE"
"false","Eveniet qui incidunt soluta ex nihil rerum odit architecto laborum beatae incidunt earum nostrum labore repellendus harum ullam asperiores.","LUXURY","http://lorempixel.com/640/350/people/","Gorgeous Steel Table","true","868.45","PRD1710","31","false","PRE_ORDER"
"true","Laborum illum illo est autem numquam numquam ut ut earum beatae architecto aut sapiente quas sit rerum molestiae et.","LUXURY","http://lorempixel.com/1920/1200/animals/","Mediocre Steel Wallet","false","1514.33","PRD1711","281","true","OUT_OF_STOCK"
"false","Nihil inventore nostrum aut magni corporis nisi et doloribus itaque harum eveniet ut maiores cupiditate nesciunt non voluptatibus.","BUDGET","http://lorempixel.com/720/348/business/","Practical Copper Bag","false","873.82","PRD1712","5","true","OUT_OF_STOCK"
"true","Facere dolores tenetur autem pariatur commodi voluptatem harum quia assumenda ut mollitia cum iure dolorem culpa ut incidunt in.","STANDARD","http://lorempixel.com/640/480/transport/","Intelligent Iron Watch","true","236.64","PRD1713","159","false","DELETED"
"false","Provident ullam consequuntur consequuntur voluptatem qui magni quia ut dolore repudiandae quibusdam nobis voluptatem ipsa quia ab quas earum.","ECONOMY","http://lorempixel.com/g/1024/768/people/","Mediocre Bronze Computer","false","958.56","PRD1714","483","false","OUT_OF_STOCK"
"false","A ex id incidunt quam consectetur et delectus sit non rem velit laudantium itaque enim.","ECONOMY","http://lorempixel.com/320/200/transport/","Mediocre Iron Wallet","true","1975.24","PRD1715","166","true","AVAILABLE"
"true","Pariatur amet aliquid similique vel nesciunt beatae iste laboriosam possimus vel minima laudantium iste sequi.","STANDARD","http://lorempixel.com/g/640/480/animals/","Mediocre Concrete Pants","true","856.8","PRD1716","364","true","DISCONTINUED"
"false","Nemo et non accusantium earum soluta velit eligendi vel reprehenderit illo iste explicabo est corporis rerum aliquid consequatur.","PREMIUM","http://lorempixel.com/1600/1200/people/","Awesome Iron Bottle","true","196.87","PRD1717","66","false","PRE_ORDER"
"false","Dicta vitae vel vel pariatur quasi et dolor ex sed odit laboriosam est reprehenderit quia qui aliquam ullam.","PREMIUM","http://lorempixel.com/640/480/animals/","Intelligent Granite Knife","false","772.4","PRD1718","416","false","PRE_ORDER"
"true","Iure possimus ut aut quae velit aspernatur corporis est rerum quia aut ut sunt debitis.","ECONOMY","http://lorempixel.com/g/1920/1200/nightlife/","Sleek Silk Shoes","true","1364.48","PRD1719","75","true","DISCONTINUED"
"true","Quae dolore alias ad sint quia labore vel aperiam omnis dolorem ipsa magnam et deserunt illo cumque porro quasi.","PREMIUM","http://lorempixel.com/640/480/business/","Sleek Rubber Bench","false","1063.49","PRD1720","318","false","OUT_OF_STOCK"
"true","Omnis dolorem deleniti fuga voluptas asperiores dolorem odit maiores rerum dolorem nisi ut reprehenderit quia sint.","STANDARD","http://lorempixel.com/g/1366/768/sports/","Awesome Granite Watch","true","82.72","PRD1721","441","false","OUT_OF_STOCK"
"false","Iste qui ab repudiandae molestiae porro nemo atque accusantium sequi ea non dignissimos porro ducimus earum exercitationem odio ipsam.","STANDARD","http://lorempixel.com/g/640/350/business/","Intelligent Cotton Chair","true","706.46","PRD1722","333","true","DISCONTINUED"
"true","Possimus ut eveniet ratione sit excepturi incidunt adipisci ipsa corrupti sint tempore harum libero rerum esse ea minus.","STANDARD","http://lorempixel.com/g/640/200/abstract/","Gorgeous Aluminum Shoes","true","1552.34","PRD1723","456","true","OUT_OF_STOCK"
"false","Animi sit repellat recusandae reiciendis aliquam vero quasi eius iste ea maiores eius qui rerum.","PREMIUM","http://lorempixel.com/1024/768/people/","Small Steel Pants","false","437.72","PRD1724","117","true","AVAILABLE"
"false","Et aut doloribus voluptatibus dolores dolores modi ut error excepturi optio culpa sint ex quo deleniti sed reprehenderit vel consequatur.","ECONOMY","http://lorempixel.com/g/320/200/animals/","Practical Leather Chair","false","1796.55","PRD1725","54","false","OUT_OF_STOCK"
"true","Eveniet laudantium quidem optio optio accusantium omnis natus eos ad soluta debitis possimus ut non qui consequatur rem ut.","ECONOMY","http://lorempixel.com/1600/1200/fashion/","Practical Cotton Pants","false","1135.76","PRD1726","18","false","AVAILABLE"
"false","Amet ratione est assumenda ipsa velit iste qui dignissimos aut sint quibusdam accusantium mollitia excepturi.","PREMIUM","http://lorempixel.com/g/640/480/fashion/","Practical Silk Keyboard","true","1205.85","PRD1727","453","false","DELETED"
"true","Quia alias maiores a laudantium modi nemo nihil error cupiditate alias qui reiciendis vero similique blanditiis iste.","ECONOMY","http://lorempixel.com/g/1024/768/sports/","Enormous Steel Chair","false","572.73","PRD1728","205","false","HIDDEN"
"true","Non eveniet consequatur dolores iure quos possimus corporis aut est eius dolor aut doloremque eos nulla.","STANDARD","http://lorempixel.com/g/640/480/nightlife/","Sleek Bronze Hat","false","1767.45","PRD1729","206","false","HIDDEN"
"true","Quia minus totam mollitia fugiat repellendus doloribus optio odit quos laborum ut soluta voluptate molestiae aut culpa.","STANDARD","http://lorempixel.com/640/480/city/","Heavy Duty Cotton Clock","true","1212.11","PRD1730","319","false","DELETED"
"true","Maxime recusandae reprehenderit vel dolore quis a nisi quis tempore labore temporibus odio asperiores nobis aspernatur voluptatem dolor qui itaque.","LUXURY","http://lorempixel.com/720/348/business/","Gorgeous Silk Clock","true","706.18","PRD1731","52","false","DELETED"
"false","Temporibus sint sed et aut maxime deleniti pariatur dignissimos in odit et reprehenderit omnis veniam distinctio consequatur ipsum explicabo.","ECONOMY","http://lorempixel.com/1366/768/abstract/","Mediocre Silk Table","false","712.62","PRD1732","467","false","AVAILABLE"
"false","Quaerat fugiat minima quaerat incidunt illo ipsam consequatur excepturi exercitationem temporibus dolor velit voluptatem qui.","PREMIUM","http://lorempixel.com/320/200/transport/","Gorgeous Granite Chair","true","109.75","PRD1733","243","false","AVAILABLE"
"true","Magni ut esse eum quam culpa voluptatem nihil aliquid et ratione sit eveniet id cupiditate consequuntur sunt esse.","LUXURY","http://lorempixel.com/1920/1200/people/","Practical Plastic Clock","false","1720.06","PRD1734","264","false","HIDDEN"
"true","Perferendis iure quasi amet et assumenda officiis dicta ipsam repudiandae et autem et ea est.","LUXURY","http://lorempixel.com/g/640/480/food/","Aerodynamic Silk Chair","true","1823.41","PRD1735","331","true","DELETED"
"true","Molestiae dolores eum officiis voluptatem aperiam incidunt vel est voluptas quisquam iusto non consequuntur impedit neque consectetur fuga.","BUDGET","http://lorempixel.com/g/640/480/cats/","Fantastic Cotton Bag","false","1132.83","PRD1736","127","false","DELETED"
"false","Accusamus sunt consectetur quasi vero accusantium similique ea quia officiis vel saepe eveniet dicta est necessitatibus consequatur soluta deserunt sed.","ECONOMY","http://lorempixel.com/640/200/sports/","Small Granite Shirt","false","397.44","PRD1737","488","false","OUT_OF_STOCK"
"true","Perferendis ipsa cupiditate sint vel vitae similique earum consequatur et placeat ut eos dolorem voluptates illum qui rerum.","STANDARD","http://lorempixel.com/1024/768/cats/","Synergistic Iron Pants","true","124.35","PRD1738","127","true","HIDDEN"
"false","Sed a id voluptas sint asperiores sed impedit enim distinctio quo voluptatum maxime aspernatur nulla et in nobis saepe beatae.","ECONOMY","http://lorempixel.com/1024/768/city/","Gorgeous Concrete Watch","true","1653.43","PRD1739","212","true","DISCONTINUED"
"false","Et dolores autem delectus numquam eius ipsam ut id fugiat ea ea quia non asperiores atque repudiandae.","LUXURY","http://lorempixel.com/g/1600/1200/city/","Fantastic Plastic Shoes","false","815.44","PRD1740","187","true","OUT_OF_STOCK"
"false","Ut ullam commodi magni totam odio numquam consequuntur velit cumque libero tenetur ducimus rerum consequatur atque veritatis.","STANDARD","http://lorempixel.com/1680/1050/nature/","Sleek Aluminum Car","true","1527.52","PRD1741","304","true","HIDDEN"
"true","Doloribus facere voluptatum nemo rerum et voluptate doloremque cum illum sit numquam non corporis provident minima et cupiditate.","LUXURY","http://lorempixel.com/1280/1024/transport/","Rustic Silk Clock","false","828.28","PRD1742","282","false","DISCONTINUED"
"true","Et quae rerum quia corporis placeat quisquam officiis cum qui facere et id laudantium delectus fuga sed odit.","LUXURY","http://lorempixel.com/g/1280/1024/abstract/","Fantastic Bronze Coat","false","1091.72","PRD1743","405","false","OUT_OF_STOCK"
"true","Ut ab eligendi sit sequi ut qui assumenda et nam eum consequatur velit inventore sequi maiores ex.","BUDGET","http://lorempixel.com/g/640/480/transport/","Synergistic Linen Gloves","true","1576.51","PRD1744","254","true","DISCONTINUED"
"true","Eum dolor earum impedit nisi aut et impedit cum consectetur id iste eos minima sed.","PREMIUM","http://lorempixel.com/g/1920/1200/technics/","Heavy Duty Leather Bench","true","627.07","PRD1745","283","true","HIDDEN"
"false","Unde nihil sit cumque quis ex quae laboriosam reprehenderit at ut quia perspiciatis at aut quae harum explicabo dolor voluptate.","LUXURY","http://lorempixel.com/g/320/200/business/","Practical Copper Car","false","1134.5","PRD1746","386","true","DISCONTINUED"
"false","Voluptatum voluptas doloribus error doloremque ipsum adipisci aut molestias dignissimos totam commodi voluptatem odio maiores ipsum consequatur perspiciatis rerum aliquam.","LUXURY","http://lorempixel.com/g/320/200/people/","Ergonomic Copper Table","true","1832.94","PRD1747","5","false","DISCONTINUED"
"true","Reprehenderit eos aut qui voluptatem repudiandae natus perspiciatis iste dolores voluptas adipisci odio quam enim.","ECONOMY","http://lorempixel.com/1280/1024/nature/","Synergistic Aluminum Car","true","1119.64","PRD1748","98","true","OUT_OF_STOCK"
"true","Blanditiis voluptatum enim natus eos necessitatibus consequatur minus odit asperiores et officiis dignissimos quo fugiat sit dolor.","STANDARD","http://lorempixel.com/640/350/city/","Lightweight Rubber Hat","false","1505.5","PRD1749","127","false","DELETED"
"true","Et dolores sed repellendus fugiat quidem voluptatibus et dolores veniam nihil debitis quibusdam animi architecto.","STANDARD","http://lorempixel.com/1366/768/transport/","Incredible Marble Watch","true","361.69","PRD1750","22","false","AVAILABLE"
"false","Amet et quos dignissimos sunt omnis sint odio quae et qui eveniet quia soluta qui rerum eos excepturi incidunt consequatur.","PREMIUM","http://lorempixel.com/g/640/200/people/","Gorgeous Wool Knife","true","1570.94","PRD1751","193","true","OUT_OF_STOCK"
"false","Sed ea fugiat harum aut quis vel reprehenderit ad consequuntur et eligendi officia aut dolore et a.","BUDGET","http://lorempixel.com/1680/1050/technics/","Incredible Wooden Knife","true","853.29","PRD1752","459","false","OUT_OF_STOCK"
"true","Molestias reiciendis ut adipisci fugiat laboriosam amet veritatis eius saepe officiis rerum occaecati aspernatur accusantium.","PREMIUM","http://lorempixel.com/g/1600/1200/food/","Ergonomic Cotton Bag","true","1951.92","PRD1753","165","false","DISCONTINUED"
"false","In magnam corporis sed deserunt ut quia explicabo rem facilis et maiores fugit ipsa inventore magnam laboriosam.","PREMIUM","http://lorempixel.com/g/640/200/people/","Synergistic Wool Car","true","888.31","PRD1754","371","false","OUT_OF_STOCK"
"false","Esse ipsa at earum laudantium laboriosam ut sint id recusandae deserunt repudiandae id necessitatibus eveniet soluta optio.","ECONOMY","http://lorempixel.com/1280/1024/technics/","Intelligent Paper Keyboard","false","1484.18","PRD1755","180","false","AVAILABLE"
"true","Et ea laudantium et aperiam possimus alias libero ut magni quam asperiores minus ea at consequatur rerum ut.","BUDGET","http://lorempixel.com/1920/1200/fashion/","Durable Wooden Table","true","1432.8","PRD1756","131","true","OUT_OF_STOCK"
"true","Maxime ea modi est nostrum iste optio facere blanditiis debitis dolore non suscipit nostrum voluptatem accusantium vel asperiores.","BUDGET","http://lorempixel.com/g/640/200/sports/","Small Bronze Clock","false","634.57","PRD1757","175","true","PRE_ORDER"
"false","Est repellat porro vitae dolorem sed sit sunt quaerat ipsa ut repellat quas non quam excepturi esse velit est.","LUXURY","http://lorempixel.com/g/320/200/cats/","Rustic Linen Car","false","363.38","PRD1758","325","false","PRE_ORDER"
"true","Ipsum quam quaerat consectetur mollitia corrupti tenetur quaerat et autem error iusto aliquam odio sunt.","LUXURY","http://lorempixel.com/640/480/food/","Gorgeous Cotton Hat","false","1005.02","PRD1759","321","false","DISCONTINUED"
"false","Ex consectetur distinctio quam unde suscipit totam et iusto magnam delectus provident suscipit molestiae amet neque ea et ad qui.","PREMIUM","http://lorempixel.com/g/720/348/city/","Enormous Steel Wallet","false","595.9","PRD1760","264","true","AVAILABLE"
"true","Ut molestias est pariatur minima ipsam magnam ea quas et temporibus totam beatae voluptatem voluptatibus dolor consequatur illo.","PREMIUM","http://lorempixel.com/640/200/technics/","Aerodynamic Copper Pants","true","226.26","PRD1761","221","true","PRE_ORDER"
"false","Nemo incidunt aut consectetur accusamus sit cupiditate quia iste qui molestiae consectetur et natus est ipsum adipisci veniam numquam laboriosam.","ECONOMY","http://lorempixel.com/g/1600/1200/abstract/","Synergistic Paper Knife","false","13.54","PRD1762","293","true","DELETED"
"true","In nulla illum sequi qui voluptatibus ut et numquam incidunt in itaque voluptatum rem aliquid sit ad vel repudiandae quo.","BUDGET","http://lorempixel.com/320/200/fashion/","Practical Steel Hat","false","928.32","PRD1763","212","false","PRE_ORDER"
"true","Impedit sunt quae voluptatem omnis odio iusto aliquid commodi debitis ut fugit architecto corporis id quia quia sed quae.","STANDARD","http://lorempixel.com/g/640/480/abstract/","Practical Linen Gloves","false","8.52","PRD1764","210","true","PRE_ORDER"
"true","Debitis ipsum et voluptatem odit nostrum doloremque veritatis dicta ducimus et pariatur quibusdam assumenda vel maxime voluptas fuga quidem.","ECONOMY","http://lorempixel.com/g/640/480/fashion/","Rustic Cotton Shirt","true","1064.98","PRD1765","472","true","DISCONTINUED"
"true","Inventore praesentium veniam consectetur in placeat rerum nemo dicta illum ducimus praesentium est quia est qui enim velit.","ECONOMY","http://lorempixel.com/g/1600/1200/cats/","Practical Marble Knife","true","1324.87","PRD1766","30","true","HIDDEN"
"false","Amet voluptatum et corrupti maiores fuga sed non omnis vel alias cupiditate quas totam quas autem voluptates non blanditiis.","ECONOMY","http://lorempixel.com/640/480/sports/","Intelligent Leather Bench","false","1515.46","PRD1767","25","true","AVAILABLE"
"true","Ipsam vitae fugiat dicta qui non nisi quo non accusamus omnis aliquam aut eligendi accusamus.","BUDGET","http://lorempixel.com/g/720/348/business/","Lightweight Leather Pants","false","1000.33","PRD1768","11","false","PRE_ORDER"
"false","Corrupti fugit sunt accusamus eum voluptas natus dicta illo rerum tenetur autem dolor sit dolore dolores molestiae quia.","PREMIUM","http://lorempixel.com/1280/1024/fashion/","Sleek Copper Bench","false","748.17","PRD1769","394","true","DISCONTINUED"
"false","Quibusdam deserunt ea aut ullam totam illum numquam sapiente voluptates ex impedit aliquam mollitia quaerat et eum quia ut.","ECONOMY","http://lorempixel.com/g/1024/768/technics/","Heavy Duty Granite Gloves","false","989.77","PRD1770","47","false","DISCONTINUED"
"false","Numquam architecto ad accusantium provident doloremque eveniet nesciunt minus nemo enim nihil et voluptates ullam reprehenderit corrupti incidunt in provident.","PREMIUM","http://lorempixel.com/640/350/animals/","Small Paper Computer","true","1942.08","PRD1771","190","false","PRE_ORDER"
"true","Et odio maxime facere maiores consectetur rerum tempora omnis in consequatur quia accusantium at assumenda et incidunt.","ECONOMY","http://lorempixel.com/g/720/348/nightlife/","Rustic Aluminum Watch","true","1414.02","PRD1772","421","true","AVAILABLE"
"true","Nostrum ea laboriosam qui accusamus laboriosam aut perferendis omnis enim aut recusandae ullam veniam temporibus tenetur nihil illo.","PREMIUM","http://lorempixel.com/720/348/abstract/","Intelligent Cotton Computer","true","1081.02","PRD1773","293","true","DELETED"
"false","Dignissimos laboriosam ea adipisci esse adipisci explicabo repellat unde tempore et id adipisci inventore quibusdam.","ECONOMY","http://lorempixel.com/720/348/nature/","Mediocre Copper Gloves","false","96.7","PRD1774","273","false","OUT_OF_STOCK"
"true","Soluta modi animi veritatis alias minus quaerat qui ut itaque rerum sapiente aut porro occaecati porro fugit iure sed.","STANDARD","http://lorempixel.com/640/200/fashion/","Durable Rubber Wallet","true","1916.3","PRD1775","484","true","AVAILABLE"
"false","Porro libero accusamus ullam rerum quis temporibus possimus harum saepe quam vero voluptate alias mollitia asperiores dolor tempore.","ECONOMY","http://lorempixel.com/g/1280/1024/business/","Rustic Wool Gloves","true","1477.41","PRD1776","404","true","OUT_OF_STOCK"
"true","Molestiae aut delectus aut saepe provident molestiae ea quo eum asperiores sed voluptas nostrum aspernatur officiis corrupti.","LUXURY","http://lorempixel.com/g/1366/768/food/","Enormous Iron Clock","false","403.93","PRD1777","136","true","DISCONTINUED"
"true","Cumque eius reiciendis commodi reprehenderit veniam eveniet id sunt libero velit reiciendis qui pariatur sunt velit impedit et ut.","LUXURY","http://lorempixel.com/g/720/348/cats/","Lightweight Cotton Coat","false","1546.32","PRD1778","330","false","DISCONTINUED"
"false","Ipsum veritatis nemo quod nihil nihil sed eaque dolorem alias repellendus optio nihil nostrum sit aliquid eius qui minus sed.","ECONOMY","http://lorempixel.com/g/1024/768/animals/","Gorgeous Silk Watch","false","262.71","PRD1779","38","true","HIDDEN"
"false","Libero ipsum voluptatum aut distinctio quo aliquam odio qui fuga atque vel incidunt dicta ea quisquam accusantium reiciendis ut.","BUDGET","http://lorempixel.com/g/1680/1050/nightlife/","Durable Wool Bag","true","172.73","PRD1780","62","false","DISCONTINUED"
"false","Vel quam accusantium autem rem aut quo aut explicabo alias et saepe est consequatur iusto.","BUDGET","http://lorempixel.com/g/640/200/people/","Heavy Duty Wool Lamp","false","807.99","PRD1781","342","false","OUT_OF_STOCK"
"true","Tempora numquam asperiores voluptatem impedit ea enim autem aut perspiciatis praesentium perferendis quam nam aliquid repellendus distinctio modi eos.","LUXURY","http://lorempixel.com/g/640/480/transport/","Enormous Steel Keyboard","false","824.89","PRD1782","104","false","AVAILABLE"
"true","Cum laudantium velit distinctio eos expedita sint est inventore et repellendus soluta dolores laudantium iure accusantium temporibus quam sequi blanditiis.","STANDARD","http://lorempixel.com/640/200/city/","Sleek Aluminum Car","true","1722.92","PRD1783","327","true","AVAILABLE"
"false","Velit odit molestias repellat reiciendis est et quam quisquam veritatis perferendis et nobis nemo est qui ea sed quos.","PREMIUM","http://lorempixel.com/g/640/480/business/","Rustic Aluminum Knife","true","1581.62","PRD1784","462","true","DELETED"
"false","Est omnis suscipit ducimus aliquid velit non hic suscipit adipisci molestiae et nam qui libero et.","PREMIUM","http://lorempixel.com/1600/1200/food/","Ergonomic Rubber Wallet","true","776.53","PRD1785","343","false","HIDDEN"
"true","Non quis sed ut dolorum sed tempora similique autem quod atque facilis laborum dicta cumque et ea qui facere.","PREMIUM","http://lorempixel.com/g/640/350/city/","Aerodynamic Rubber Computer","false","872.76","PRD1786","304","false","DISCONTINUED"
"true","Qui quo aperiam dolorem distinctio aliquam ut explicabo deleniti ipsam laborum est expedita voluptate deleniti velit ab.","BUDGET","http://lorempixel.com/g/640/480/transport/","Sleek Cotton Bottle","true","328.77","PRD1787","248","true","HIDDEN"
"false","Minus ducimus cupiditate expedita minus excepturi fugiat quas temporibus omnis porro et rerum hic dolores minus molestias sapiente.","BUDGET","http://lorempixel.com/g/1920/1200/nature/","Sleek Iron Lamp","false","1426.58","PRD1788","131","true","HIDDEN"
"false","Laborum ea et laborum dignissimos aliquam omnis hic delectus non et ut commodi rerum natus tempora dicta dicta.","ECONOMY","http://lorempixel.com/1600/1200/fashion/","Lightweight Linen Computer","true","1304.42","PRD1789","453","true","AVAILABLE"
"true","Sint eveniet officiis ratione consequuntur error ea voluptatibus consequatur illum corrupti enim hic qui rerum.","BUDGET","http://lorempixel.com/g/640/350/people/","Fantastic Leather Shoes","true","21.32","PRD1790","60","false","HIDDEN"
"false","Quos vel cum aut autem at ab ea explicabo aut voluptatibus quam nihil facere itaque.","PREMIUM","http://lorempixel.com/1024/768/business/","Ergonomic Cotton Coat","true","29.5","PRD1791","303","true","PRE_ORDER"
"false","Ut et qui fugit maxime odio dolorem non tempore vel non quos modi reiciendis unde ratione.","PREMIUM","http://lorempixel.com/1600/1200/technics/","Synergistic Concrete Plate","false","1198.72","PRD1792","498","false","OUT_OF_STOCK"
"true","Natus tempora sed reiciendis omnis autem omnis quas sapiente blanditiis id iure omnis illum distinctio amet ullam sequi.","LUXURY","http://lorempixel.com/g/1920/1200/animals/","Intelligent Leather Hat","true","1403.55","PRD1793","240","true","AVAILABLE"
"false","Id atque aut et excepturi rem autem aut quod dignissimos at alias sit cumque voluptatibus nesciunt consequatur nam.","BUDGET","http://lorempixel.com/1280/1024/fashion/","Lightweight Cotton Watch","true","805.31","PRD1794","242","false","OUT_OF_STOCK"
"false","Possimus commodi qui quisquam aperiam cumque laborum eius aut accusamus voluptate quam voluptatum recusandae ratione maxime provident est at.","ECONOMY","http://lorempixel.com/g/1366/768/nature/","Intelligent Granite Bag","false","250.68","PRD1795","335","false","HIDDEN"
"true","Illum veniam eius illum dolorum repudiandae iure iure qui consequatur non est maxime quia aperiam commodi et.","LUXURY","http://lorempixel.com/g/640/200/people/","Awesome Paper Bag","false","47.09","PRD1796","203","true","OUT_OF_STOCK"
"false","Delectus at accusantium ab ipsam accusantium recusandae amet sapiente quo non facilis tempora pariatur ut aspernatur illo.","LUXURY","http://lorempixel.com/g/640/350/business/","Rustic Bronze Knife","true","1197.59","PRD1797","279","true","DISCONTINUED"
"true","Ut vel laboriosam corrupti consequuntur laboriosam quo nulla dolor at dignissimos doloremque mollitia expedita ducimus.","ECONOMY","http://lorempixel.com/1920/1200/technics/","Aerodynamic Silk Table","true","1558.75","PRD1798","252","false","PRE_ORDER"
"false","Porro dolorem sed dignissimos tempore labore laboriosam minus quas est velit nihil aspernatur aut exercitationem necessitatibus soluta modi.","ECONOMY","http://lorempixel.com/640/480/nightlife/","Aerodynamic Paper Chair","true","158.1","PRD1799","179","false","AVAILABLE"
"false","Omnis ipsa ab sit corrupti necessitatibus consequatur porro quod et praesentium omnis occaecati culpa voluptatum eos adipisci rerum dignissimos.","PREMIUM","http://lorempixel.com/g/1680/1050/nature/","Lightweight Linen Bench","true","1331.66","PRD1800","129","false","HIDDEN"
"false","Eaque dolor expedita suscipit impedit iusto aut sit sit recusandae voluptatibus repellendus dicta porro voluptatem voluptas hic est.","LUXURY","http://lorempixel.com/g/640/200/transport/","Sleek Plastic Computer","false","680.75","PRD1801","394","false","OUT_OF_STOCK"
"true","Itaque quidem voluptatem molestiae vel commodi vitae quaerat amet consequatur ad nisi dolorem ratione sint.","ECONOMY","http://lorempixel.com/640/480/animals/","Enormous Bronze Bag","false","169.9","PRD1802","235","true","AVAILABLE"
"true","Rem quis molestias veritatis minus non illo excepturi reiciendis tempore maxime omnis voluptatem sit et vel corporis error voluptate hic.","ECONOMY","http://lorempixel.com/1600/1200/food/","Intelligent Steel Lamp","true","1197.71","PRD1803","442","true","HIDDEN"
"true","Facilis totam eveniet quia quasi enim voluptas laboriosam error atque vel rem neque nesciunt laborum excepturi nostrum quidem voluptatem.","ECONOMY","http://lorempixel.com/640/200/cats/","Synergistic Marble Keyboard","false","651.82","PRD1804","470","true","AVAILABLE"
"false","Optio quia asperiores vel voluptatem voluptate quidem necessitatibus beatae ut cumque dolorem laboriosam reiciendis accusamus excepturi omnis.","BUDGET","http://lorempixel.com/g/1600/1200/food/","Intelligent Granite Hat","false","985.85","PRD1805","39","false","DISCONTINUED"
"false","Labore dolor quia occaecati nisi similique qui consequuntur dolores voluptas accusamus et quas quas voluptatum distinctio aspernatur delectus asperiores quia.","ECONOMY","http://lorempixel.com/1280/1024/food/","Awesome Rubber Knife","false","1958.7","PRD1806","100","true","AVAILABLE"
"false","Provident possimus at dignissimos quos sint ipsa consequatur aperiam doloribus fugit id officiis quo numquam molestiae est explicabo est occaecati.","ECONOMY","http://lorempixel.com/g/720/348/transport/","Aerodynamic Copper Plate","false","963.07","PRD1807","302","true","DELETED"
"false","Non quia quos dolorum omnis natus et quos sunt sequi nemo eveniet blanditiis soluta adipisci.","PREMIUM","http://lorempixel.com/g/640/200/transport/","Fantastic Granite Knife","false","371.66","PRD1808","245","false","OUT_OF_STOCK"
"false","Esse quia sunt modi optio ad exercitationem voluptas culpa qui nemo libero minus ut ipsam aspernatur est.","PREMIUM","http://lorempixel.com/1024/768/transport/","Small Wool Keyboard","true","201.4","PRD1809","94","false","AVAILABLE"
"true","Sint quis optio magnam hic ipsa consequatur iure est dolorem quisquam quis consequatur et quo.","BUDGET","http://lorempixel.com/g/720/348/animals/","Heavy Duty Iron Hat","true","968.2","PRD1810","406","false","DELETED"
"true","Cum maiores veniam quas nulla tempora dignissimos aut non architecto quis voluptatem quo consequatur quam voluptatibus consequuntur ut voluptas doloremque.","ECONOMY","http://lorempixel.com/g/640/350/transport/","Durable Copper Hat","false","1065.95","PRD1811","335","false","PRE_ORDER"
"false","Ad perferendis quibusdam sit ab autem et aliquam illum quibusdam consequatur pariatur omnis omnis quaerat quasi.","LUXURY","http://lorempixel.com/640/200/nightlife/","Enormous Concrete Wallet","true","1354.38","PRD1812","345","true","AVAILABLE"
"false","In qui molestias officia veritatis quo velit accusantium modi adipisci architecto ut dolores minus in in ratione voluptatem voluptas.","PREMIUM","http://lorempixel.com/1024/768/food/","Mediocre Concrete Bottle","true","1729.68","PRD1813","101","false","DISCONTINUED"
"true","Dicta doloremque est nulla odio unde rerum commodi quis consequatur harum distinctio tempora esse ex consequatur aliquid eum dolore nemo.","BUDGET","http://lorempixel.com/g/1600/1200/animals/","Heavy Duty Cotton Chair","true","1190.19","PRD1814","358","true","DELETED"
